Ubicacion,Altitud,Bortle,Nubosidad,Humedad,Temperatura,Velocidad_Viento,Presion,Fase_Lunar,Planetas_Visibles,Score_Visibilidad,Calidad_Observacion
Medellín,1451.7001166376958,7,53,91,12.361359037475756,1.1881972501255622,982.8913725329575,0.7522694609453395,1,22.43739071114533,0
Bogotá,2671.239659390807,8,59,69,25.833956951153123,0.7058756919002834,1008.9249447526939,0.06750122887238752,2,19.12276474642291,0
Medellín,1517.6459859932027,7,100,86,28.350269210320363,0.29172075552121757,1006.4458137677755,0.21716451595644226,2,11.87588394658242,0
Medellín,1486.4404978851112,7,96,63,21.094044384059547,2.8319104166016666,1020.3106792802618,0.4625831866494472,2,7.619000517656206,0
Tatacoa,423.27782774988174,2,7,77,31.5609762205074,6.216125965777427,1009.3934235121015,0.6042409640970987,5,52.877448294860315,0
Bogotá,2644.1989443277043,8,52,22,18.81148571529429,14.037392001042342,995.7073591007698,0.33916559104232447,4,38.689158853620555,0
Tatacoa,413.80922546624504,2,59,89,20.320837045397973,6.8558948889866445,1023.4801576567619,0.2983909218698807,0,40.43996246354389,0
Tatacoa,420.4164979301075,2,4,21,31.741226094986004,4.353826580587941,1016.0728768691915,0.04138419569972129,0,66.39958786348967,1
Cali,1047.4032788576517,7,67,63,13.557162463161172,8.42902880279495,1008.368792827161,0.03260177205144754,3,20.819551065545216,0
Villa de Leyva,2151.604349984812,2,5,21,30.621102552245727,1.6790186720218387,993.1816341531405,0.2786948543028256,3,67.21690697550945,1
Bogotá,2693.320081638386,8,95,100,9.028101322858717,9.142588365074747,996.8093133341433,0.530506100089543,4,6.641573436864437,0
Tatacoa,393.52824025314646,2,93,54,18.713285366316676,8.52647931495755,1010.1486465843495,0.5563714964454115,3,27.385086508239684,0
Villa de Leyva,2205.512728620644,3,46,49,9.680084291193578,11.879895501085645,983.2391368308495,0.49402749286686887,1,38.831645507482875,0
Cali,984.1646821467275,7,98,27,25.50163382992743,14.800314174255362,991.5506266242619,0.4098806840028343,2,14.977487466490395,0
Bogotá,2610.448214259622,9,54,41,22.601814461120426,3.763102075741658,1012.1255420028469,0.2522915892613208,3,36.659501337734746,0
Cali,990.2046920393252,8,39,63,24.959222323222313,7.64484676205641,1001.600832943008,0.4006944315927822,4,39.38527908168772,0
Bogotá,2668.7058234517704,8,51,77,16.987529599232406,13.632981094785054,998.1077104166493,0.1387599653855135,1,35.151864771596586,0
Villa de Leyva,2124.8361544207837,3,15,55,16.867566416753128,11.77784826634262,986.8155930080186,0.1152592290260368,2,47.73292061425072,0
Bogotá,2684.7037608181063,8,12,88,9.087662695061471,7.3110945465121135,999.883206551498,0.2999432568137914,1,38.614333453406324,0
Medellín,1479.2057886738141,7,29,96,16.398678548711356,14.180574744221667,1014.6811386842105,0.9953487964272196,2,40.6545917841763,0
Medellín,1506.9785709474513,6,18,50,30.302921654289428,0.8585504027521407,991.8805780732351,0.32649694751639846,0,52.7742402370083,0
Guajira,69.20262576310206,1,16,66,17.101436892330774,13.96497929568876,980.2429343982654,0.9364563903551052,4,59.25491103359915,1
Medellín,1464.5276703070203,7,62,74,27.95282494932728,0.7576108857420982,1010.0827205517942,0.392262145767694,3,24.98784192724768,0
Bogotá,2598.2767968969088,8,18,99,28.215812113998417,8.209571161720264,1023.7681971994649,0.4390099911996094,4,35.95672090107452,0
Cali,1026.4864960010254,7,91,81,16.957787753101613,13.356614220016287,1007.3071953614863,0.7970628832022295,5,13.757722670015287,0
Guajira,41.68275109302608,1,57,49,23.167728329508538,3.9408141534195424,985.3964836517208,0.0936383274474567,1,42.080875534488136,0
Bogotá,2654.9534702365263,8,54,74,10.288918454553407,7.083727484177378,994.4329891555103,0.1823133235936395,3,31.35207211383861,0
Villa de Leyva,2108.630257620861,3,89,35,10.488285937622635,4.8649331870545,1019.0438726624101,0.9738402649752147,4,29.477768421325617,0
Medellín,1484.2972849628266,7,100,31,9.16778392788112,14.28215875614527,990.4655633415573,0.5059173399606947,2,12.930112096835582,0
Bogotá,2634.544870752243,7,89,36,21.94436224100263,12.354683921296363,1007.3463156573923,0.0443096822086303,3,25.786420467696452,0
Guajira,-23.124092093217783,1,61,35,18.225703463026328,10.635022669895694,998.1202043714298,0.047380733056050506,2,51.24261708451256,0
Bogotá,2669.863718128715,7,22,31,21.152776559941763,8.814404799226631,989.3529674638842,0.9072406837773928,3,55.48426367563589,0
Tatacoa,377.2767446465172,2,8,27,20.505756572201307,12.308876839862222,1016.6033102104105,0.8733650895587176,2,67.63281500767272,1
Guajira,94.9748402501777,1,11,22,16.404871786177527,5.8840056228532065,1013.427407440956,0.4583991069451001,2,69.77945760286045,1
Cali,997.2150784625758,7,0,35,24.25936195576335,6.713277826590928,1009.7715979681669,0.16322208594459875,1,51.63150283332808,0
Villa de Leyva,2133.3601979202112,3,57,49,26.204045141993376,10.950025816212921,990.6351465620938,0.8302846063624797,0,36.45901380022811,0
Guajira,12.74263644318566,1,0,42,8.351078213064216,5.366321449405714,984.4035651222403,0.3246001072796505,0,66.87562089216365,1
Bogotá,2674.3983819326577,8,33,24,12.97381519445308,0.9585141307256073,1005.9271698421685,0.41905839866309536,1,47.025749299681586,0
Bogotá,2653.624855485306,8,95,84,25.117660834000084,1.115019133291072,1004.9155025092745,0.682476379049318,2,6.959120445490331,0
Guajira,92.0040713339752,1,47,49,17.27888414321202,1.730442019585558,988.4773254200693,0.35339835340765446,0,46.315758899785756,0
Bogotá,2633.7795301968495,9,88,40,23.899614726598596,13.045219850154941,982.5311012441828,0.628669926698293,1,20.1329881757054,0
Tatacoa,398.74852759650764,2,0,89,16.3271038336294,7.083396386343065,983.6318804387294,0.8852827104425843,3,58.94053740822305,1
Bogotá,2589.53960304689,8,15,41,17.37812365591129,10.693235540171047,1024.674694393073,0.7973732687744775,3,49.98646246172803,0
Medellín,1476.2786686939146,7,60,91,11.808292968552438,5.893640034073399,1015.2612752634298,0.3816110738671604,3,21.179498898411964,0
Villa de Leyva,2154.1149596430187,3,63,51,14.19754447198784,3.8806642112345173,1021.4894364184328,0.2879365547037348,4,36.73379399371049,0
Medellín,1506.6160251239921,7,62,52,22.529882180182092,5.207882513433179,988.7774625006364,0.285510448739559,1,27.72624037674214,0
Medellín,1549.718124199158,7,68,35,18.395914671563993,11.912735179757753,1023.2255841345545,0.34859115037658306,1,30.139006298206585,0
Bogotá,2584.4715853127323,9,21,95,26.583264390670283,9.378241875471574,986.4194458162923,0.4935169867247723,2,34.00557953813141,0
Medellín,1501.8836425241163,7,92,57,28.462038918520225,14.064596699368531,1002.9086822854912,0.4165974806939431,4,14.581598940823932,0
Cali,1006.7128817170808,7,66,33,20.999514037202236,10.19557167865251,1017.3363057987679,0.13300402098765784,3,32.211202822548216,0
Bogotá,2642.2651077971486,8,75,55,26.198415009345418,8.552724476320408,995.741150953021,0.1634558583339083,2,33.56921966435003,0
Bogotá,2643.0814875393066,8,25,42,15.36570831666968,9.152940134787517,999.1172839929606,0.3429296093981834,0,47.484472940239804,0
Villa de Leyva,2143.264463132493,3,15,85,17.959309169601877,14.135571592026219,985.7683299634595,0.5620641000588573,3,43.020253711792016,0
Medellín,1461.0067624559963,7,50,21,25.106664229203943,11.823013948000591,985.5314845999537,0.5926639501334947,1,40.80448271560658,0
Cali,978.4366842848151,7,100,92,17.269087827608736,0.36061856049656726,1007.8805701150396,0.48620706489663,2,5.922326655728532,0
Bogotá,2632.0526464561053,8,85,84,22.124118443815732,8.01209544203546,1010.3989565879026,0.7387758812075146,4,9.363823367639478,0
Bogotá,2597.3814750895513,8,56,94,12.448946697980276,10.325076173198472,1014.9799631336987,0.7372487887567366,2,27.479186461639415,0
Bogotá,2636.6128716259536,8,28,86,22.39451155929195,11.230477176587325,1005.0506923706789,0.42762747168738857,4,37.42333922328811,0
Medellín,1487.3989167358322,7,77,71,28.676328973445447,3.19713178970905,1009.0591681517587,0.12444081076094426,2,33.99099691716465,0
Villa de Leyva,2075.498940948704,4,91,81,28.847351355762214,13.007660316770284,980.6082772264874,0.5301747697671232,3,19.575200550981197,0
Cali,1076.008392285176,7,68,42,25.384265751908952,14.337647207627455,987.2976827211735,0.3814690639938326,4,28.05533701986625,0
Villa de Leyva,2151.3177299843774,3,46,45,25.898081097827024,3.5507295876730467,1024.3211644707608,0.13792298976370332,2,52.045964867202414,0
Medellín,1421.8782957947637,6,93,87,21.390258683616818,13.239231862758686,983.4197077842124,0.9818172099648392,3,13.661089702904075,0
Bogotá,2647.4139879662657,8,61,74,22.032034163979795,1.4546814377414308,1010.545470001711,0.3697553892801022,3,20.341637467417073,0
Medellín,1488.8983204194542,7,68,25,11.207613953852432,0.8356025417286778,987.9237184864272,0.6257978396212309,4,27.10379044286288,0
Villa de Leyva,2109.46702930838,4,75,54,18.652620522111228,1.9383570015412404,1012.2523363595438,0.4901288613365966,0,28.72577226438303,0
Medellín,1504.2790882232277,7,15,41,18.818630813272733,0.8661161920055399,1011.7695681332897,0.1428282792167661,2,54.125375336725284,0
Villa de Leyva,2120.735384344312,2,89,62,31.003948056025763,12.675183557336638,990.538957690464,0.05554362337257057,2,34.78423393426493,0
Tatacoa,405.7909788649734,2,89,34,18.346084702958947,0.8857521668740792,992.1335479648642,0.6257694150819589,4,35.406355620960596,0
Bogotá,2618.954709798325,7,47,79,21.184223477666183,4.074962870454833,1009.464682112094,0.24702187034788559,5,35.69261216068629,0
Medellín,1467.8326264756004,7,84,31,20.79803358269846,1.5563451530378458,997.5538717451096,0.24365399961371503,1,29.95817447156032,0
Tatacoa,399.53398455893745,2,38,68,23.282281209063854,4.431330544706475,988.7546586364961,0.9569761897103106,1,49.00357687168055,0
Tatacoa,351.33721065488595,3,99,61,25.9575879519655,1.3583920140138073,1012.9255819454366,0.4617733043112914,4,17.058311040546698,0
Cali,1015.5238832316965,6,32,57,13.401005028100931,10.02004876114521,986.936638595135,0.02942606650068924,1,42.44057854235795,0
Cali,1037.7176133403898,7,93,64,20.68938605836246,1.9999022451386272,1018.5039648865226,0.3398427151498068,1,13.059913189852653,0
Villa de Leyva,2187.118323722066,3,100,54,27.822024975584732,12.777688887583318,1003.1601285823323,0.5844915422522267,0,28.563684350908638,0
Medellín,1527.6570464198244,7,22,49,19.114753132100276,12.257865760899614,984.7565271745685,0.3285674185171208,1,41.69333904753999,0
Bogotá,2680.5999154756596,8,9,49,14.682981112965752,0.2049252820591413,1011.2332550088943,0.02685195403414231,3,46.02736655853223,0
Medellín,1481.3585792131116,7,68,97,23.71301780855118,13.43589533272672,1003.3623367808543,0.4443112654667354,2,21.626967124975128,0
Cali,987.2609274548557,6,99,25,27.77041749917895,0.4341647511505059,993.4125907307664,0.10590633617477785,2,31.16533092354063,0
Tatacoa,424.4606908481062,2,33,86,9.51536703025739,3.5946867743633493,999.0142721100734,0.6191600246627044,4,49.687200504629864,0
Cali,1002.4931997703529,7,51,99,26.64297160177345,0.4858370666399259,993.4251984614374,0.619587100222688,1,31.96316469943777,0
Bogotá,2640.1878684078065,8,94,26,27.719550391082507,5.03765230558974,991.8361626084253,0.037759139598400715,0,14.289417283482035,0
Medellín,1517.4060103250615,7,9,71,19.076550262126563,7.707997885699075,987.362378937967,0.29066626159937725,4,52.06381016942514,0
Medellín,1555.6329331116156,7,18,33,31.599335763643218,11.949673035227072,996.3245209911864,0.41368626373900386,3,44.9920694169697,0
Guajira,65.86401530354145,1,57,92,26.88100017697542,5.069723257047542,991.2944242842232,0.550264097859178,1,40.851236352159795,0
Tatacoa,406.1530894735196,2,95,34,26.56790155749598,10.582350370096751,1010.7545519174263,0.2960634297081951,2,21.4370841145361,0
Tatacoa,366.36667348028897,2,0,40,25.948125785889722,2.812566856784705,1010.7744533523488,0.28774651255139816,2,64.69489889140404,1
Villa de Leyva,2184.080662706761,3,68,54,11.614594477238576,11.258976851161895,1002.5828109150037,0.9830151562502594,3,24.487914293023092,0
Guajira,62.25928582364319,1,3,85,13.21354127487226,3.539949088638563,1015.0075037361645,0.041862795720899904,0,56.08439790202235,0
Medellín,1484.5857408950671,6,15,21,19.1357631551462,2.153171339156519,1017.8602873552721,0.9890454140911519,2,47.43826085541539,0
Medellín,1481.487449375817,7,23,54,14.336104399027182,2.7811327556108143,1006.0894905845423,0.04775194107839653,1,48.97811610121384,0
Tatacoa,387.7941213717997,2,79,97,17.96578333601697,2.730946933227831,1007.8520823243546,0.28834142779468586,3,26.818695313991327,0
Cali,1019.3189560833473,7,1,39,29.3231386381501,7.6929431906548675,992.7298659403864,0.49369085496935006,2,53.711564281314,0
Cali,974.2297898058958,7,91,29,27.78384540510246,12.67196371782219,1020.2691140317484,0.1432983430143252,2,22.64540832536265,0
Medellín,1531.5406841415893,7,31,44,23.120957083519574,1.1940761548875845,981.0892719990138,0.13484636251872384,0,39.65354828856845,0
Bogotá,2671.040201919164,9,90,85,28.594889462026487,10.60434477740134,995.687111124928,0.25631271326094585,0,11.86518118806215,0
Tatacoa,394.97534945378624,2,83,44,26.81053733641398,9.815196894792864,1012.4810189697436,0.9735071835735695,3,31.282780677188732,0
Medellín,1482.8605155138953,7,23,73,18.29563836418137,13.087799277440435,983.6040279352022,0.38011685887456415,3,53.978582225321674,0
Medellín,1494.304668856454,7,11,52,12.825563649198683,3.662213407603608,988.2426287342731,0.5659948382691918,3,58.416678577969826,0
Tatacoa,404.3968547675962,3,49,55,20.34082496022414,6.751647880275444,1006.5178577538283,0.7042914023816463,3,46.731161268093,0
Medellín,1485.9970991174375,7,34,33,25.6694931806852,13.88741061665276,1005.1997152158601,0.7422218355242104,1,44.89361441518984,0
Villa de Leyva,2178.972551799487,3,32,84,18.474070369510233,9.899901752029757,1013.2517733258929,0.6880409663453548,3,47.196049288303385,0
Cali,975.2767548697431,7,32,99,24.002525834813532,5.8315261929239535,1016.5675687589677,0.33692819319172485,1,40.974146099517164,0
Bogotá,2618.641914901958,8,60,73,10.263858230985047,1.971185742829027,985.7860810330251,0.11172782735606246,0,27.69600071916533,0
Tatacoa,423.2572597559218,2,50,71,25.952113672913683,3.9372751185088655,980.8271445398859,0.28171647533321087,3,43.61683739473294,0
Bogotá,2649.728296274366,8,42,22,27.50512687743349,8.71823216234075,1011.0337333846508,0.21029522676950663,4,38.48540558396247,0
Bogotá,2619.6137624877488,8,100,60,24.964108538732987,10.772519213407707,993.5626308094861,0.13627730486931677,3,9.032202914992286,0
Villa de Leyva,2161.014054000911,4,11,25,31.214326100632775,1.8663283027784021,1008.1692761263079,0.024496731751618706,3,60.797434563808636,1
Cali,994.2111866474072,7,66,44,27.83964937905537,8.993958900660811,986.7745064628001,0.9357258490584142,5,15.85410499129489,0
Tatacoa,390.69652507662323,2,64,32,29.67424946903692,8.255269182581266,1001.1068020999684,0.9210343865453382,1,40.80334129696345,0
Bogotá,2671.3115683662736,7,32,27,30.405706002983553,7.709331700360621,1002.6991135728547,0.050417005630169265,5,45.75403195749747,0
Tatacoa,427.9925073119554,2,39,40,27.232351804971405,10.35184676523012,1006.3285017367947,0.1730845728204018,3,55.47818680550787,0
Tatacoa,408.64710273291774,2,73,87,24.182212208155978,12.561743926251928,1003.0926507348754,0.13950047146279365,3,36.600141438378095,0
Villa de Leyva,2117.465528882402,3,42,44,8.137245952658944,4.8448452476530255,1002.3060846602921,0.28122293442151736,3,60.54114116538069,0
Tatacoa,388.6703454971569,2,43,98,19.179818077354994,13.335182851664392,994.9730369292735,0.20406887047874112,2,43.52115404232377,0
Medellín,1497.8939692842812,7,28,87,21.707895166936666,2.4095041892782603,983.2031106343139,0.945853537397855,3,38.39065158499966,0
Tatacoa,443.66264164195803,2,12,64,15.29672653875199,2.5953580462674655,984.028408855858,0.08417043656020384,2,55.49089416926959,0
Medellín,1441.528916990719,7,11,79,15.63450672568333,4.001580954358859,999.520022348322,0.21167082700450324,4,41.56829809127825,0
Tatacoa,373.8356785930042,1,94,31,31.067825977043963,1.7929630432061672,996.0106907519447,0.08072330458291443,1,36.924571907984614,0
Tatacoa,433.8581017636653,2,45,51,29.401060764865903,3.454788370243164,1003.2260662103524,0.9803853486444364,2,45.58678235920805,0
Bogotá,2680.80501233382,8,1,32,28.3802961320409,1.596176443542669,993.717717616532,0.918413509097005,0,56.94056273458427,0
Cali,1015.908587881666,6,34,50,17.744283240946654,12.326286254780856,1010.9559541154896,0.716631589765411,1,42.856536954894224,0
Medellín,1541.1520222366973,7,86,97,8.328765209813948,2.084534878299369,1018.8779669904279,0.42597303221991334,1,13.748090705737356,0
Cali,995.9988653673571,7,80,39,9.925333914937138,11.209463363397852,993.448843495409,0.19017813552399254,0,25.792826856321827,0
Tatacoa,354.7228178780914,2,89,37,15.492712837222488,0.7187080187000061,988.6842803572563,0.22148972502014241,2,33.446420870175764,0
Cali,1041.7069082703738,7,7,79,8.377829911896248,14.227804912708727,985.228125841434,0.44304000855601144,2,52.436276740692364,0
Tatacoa,438.84114728836585,2,92,82,8.411594765964754,10.667401312916493,1007.7314318256865,0.7682226713364816,0,16.232420457386112,0
Villa de Leyva,2187.340875759464,3,25,25,29.998479239417865,0.10194822879167675,999.9735196013256,0.2647294959989589,1,60.112423633880375,1
Medellín,1469.0966618136226,7,73,51,24.947804050857297,11.45784750300321,988.460707273833,0.31079191253464666,5,19.732811527270364,0
Bogotá,2645.9813958845702,8,89,62,15.414943761635664,7.71122881149278,1009.3911529981335,0.5999442914044706,1,19.189189876126846,0
Guajira,75.1945414088013,1,33,21,11.183469862422875,11.690477555026796,986.6817432352378,0.2377293622782536,2,59.61961238696314,1
Tatacoa,409.02933139695085,1,6,79,20.27925722948185,7.837452133358827,1004.9435317631578,0.5842186212928036,0,59.126988441141314,1
Guajira,93.3907012743843,1,67,42,8.128307860504748,9.61537286453032,1003.7216771731369,0.38713089327228456,1,40.76285283157543,0
Medellín,1482.8486242839617,7,57,50,30.521929852595456,11.794974830925607,1013.0402510533737,0.03436820590134804,3,33.627306665496654,0
Medellín,1492.8815256903547,7,74,24,17.955562865334734,6.076620818817851,982.47993379733,0.4027012862319639,2,34.84849423549535,0
Tatacoa,407.08571384516495,2,28,53,17.656038925695988,0.04062224730678132,1019.9542819333099,0.9195252795191449,2,57.31866744479511,0
Villa de Leyva,2173.9766241770863,3,35,29,17.374246581962772,12.749197439177827,1011.6346276766069,0.2931118791334606,1,56.96198793750479,0
Guajira,44.16620806394591,1,88,21,9.663879929306354,5.713355439369939,989.7256699256943,0.32283238943646897,3,29.248462490343208,0
Bogotá,2667.8230243180024,8,20,30,23.31973375500384,7.440640890248746,988.2532406874383,0.06594088805928688,3,51.971406132348676,0
Medellín,1543.1387412416484,7,35,69,25.592086871080483,0.11649963230953075,999.4247096364702,0.6150474485692943,1,25.852988339465547,0
Guajira,34.45786542794987,2,9,50,24.227009542118967,7.3813801552514695,1016.7904398295069,0.8492423642983389,0,49.484129455783844,0
Villa de Leyva,2144.060218608703,3,100,75,11.322451839905463,14.797311023575944,1017.9327496912598,0.35292289309310165,0,25.0549883914566,0
Medellín,1524.0327877532845,7,72,98,21.89216403285422,4.174014912281544,1003.4205241462722,0.24024555751998844,3,12.212995096310078,0
Medellín,1552.8258512241123,7,23,92,21.66762762013409,5.931274053635671,1018.7364888209032,0.9566118541638586,1,37.787072424572756,0
Villa de Leyva,2168.0787785614334,3,63,28,28.841858910593167,10.30784994703015,980.2449669136261,0.7450726145914884,2,47.926791292676974,0
Tatacoa,376.41291189897356,3,98,40,17.09906380101553,12.22190501285488,981.5828584189219,0.5671635592832646,1,27.593562257468587,0
Bogotá,2645.9451680916936,7,48,92,16.915662647826423,6.260874360091504,1021.0319717136534,0.3055311663448841,1,31.873685969831957,0
Bogotá,2668.8058005529647,8,98,47,22.844649409236453,4.645033056019388,1014.8899368448663,0.22079801797640086,0,14.536300530412538,0
Medellín,1470.6229429788139,7,35,81,23.193743683988313,14.067386999776007,1000.2817726212674,0.7157440390004672,2,36.59605107189132,0
Tatacoa,367.64859389982075,3,81,26,19.26284545581897,10.157174500075039,1013.9124559165094,0.5217888171373442,0,30.413958886575582,0
Guajira,39.65050950331134,1,95,99,18.633424695930106,1.7853195673971163,1023.003775777554,0.5205998168029811,2,18.684406700142606,0
Tatacoa,419.78900645315775,2,23,35,19.859544095309182,1.0339181720197295,1014.7440285746578,0.0737098186722438,2,58.711682292790634,1
Medellín,1453.9235726247384,7,22,23,28.665087188079486,7.253247761855536,1017.9067100218244,0.5121944767596059,2,51.32837554400392,0
Medellín,1474.2076363698527,7,61,23,19.06800563009384,3.3013509907090866,1014.2272961625528,0.8227440310394937,3,33.418080500424296,0
Tatacoa,408.20979655442017,2,95,59,30.558363007275737,3.8097713006438023,987.5694991595094,0.946799277795759,3,13.484218518672796,0
Villa de Leyva,2181.7155626094645,3,36,36,20.096090326311824,13.165382682417723,1017.5108349340582,0.10668239748173514,3,59.391586914308085,0
Cali,1026.706322292863,7,11,71,30.78081663634139,1.3434903647446599,988.7798969010895,0.6311652106990708,4,51.93192039954202,0
Cali,1029.2405435179808,7,54,71,27.987965644857816,10.730461728433344,1020.1675097619866,0.5683472507982469,1,28.820311524784618,0
Villa de Leyva,2179.147651571493,3,12,55,16.6983517427799,4.067133800708821,1000.6392454136484,0.8903124909481418,1,61.783054438635595,1
Bogotá,2687.917734314289,8,22,57,28.727394111118784,11.404923321062066,1010.4639538539963,0.7512440301848715,3,41.42647526904905,0
Bogotá,2684.565356605964,8,88,69,10.641518820826764,10.836170766953169,1002.3758381546289,0.9652618691653132,2,16.184660022677253,0
Tatacoa,338.75915211796064,2,98,82,30.201132208232348,0.11087852166439538,984.2295918237471,0.9600325375819962,2,10.256802421825828,0
Medellín,1497.9417373740364,7,29,82,23.1594443619894,7.637031193823987,993.0825038429299,0.2256850933452208,0,40.04445489761058,0
Cali,1045.3754759325427,7,16,81,9.305377964535468,2.0897922356706955,1024.2679334298653,0.7253508719004221,2,42.00374065558336,0
Bogotá,2690.9936019306374,8,61,26,23.462161367619476,12.99340545868015,1023.2321638251418,0.5305230913648944,4,33.79149413333375,0
Guajira,69.22959833555703,1,83,46,31.381943699474146,13.073788242936098,994.4219103944996,0.21460199521530543,2,42.850615363215276,0
Tatacoa,374.2244110641865,2,88,33,9.675215710751093,6.275187112406371,1024.8333561910351,0.19486908221740074,5,32.59200256294635,0
Medellín,1473.1896139468927,7,85,90,21.312505034722072,6.665934276766208,1018.0498037973605,0.0810843412662865,2,13.281862180128249,0
Bogotá,2619.0290471721173,8,12,24,25.947064394224938,4.549244091067907,1007.4931774744515,0.795545276418689,1,49.64765593344849,0
Bogotá,2649.2255664375184,8,58,74,27.446206080788752,10.749094484400466,981.8056079117455,0.32450478062000954,2,19.715611400938325,0
Bogotá,2625.6053384512666,8,18,21,17.931859167699102,5.379920445396887,1020.5651073292271,0.8569688353289665,2,51.960981526422565,0
Villa de Leyva,2057.6601350478063,4,48,81,12.899997420037831,4.016887117839507,1005.0843175668944,0.6083153660232146,3,39.89556555037729,0
Medellín,1459.651329582147,7,99,40,9.016214690537211,6.483465892567624,1019.0814268041246,0.6736333548384608,2,16.903186475279306,0
Medellín,1481.672526354426,7,11,98,21.913427770333392,1.372312775811881,1017.5493103957584,0.29167374961019665,2,48.25591634557604,0
Villa de Leyva,2108.1255253023537,3,60,40,18.86986568642266,11.199048069663057,1017.4852796840489,0.45729427939568357,0,45.163804057936005,0
Cali,981.5941165572759,7,18,29,30.769865483593065,0.18894601907680442,1011.4178237321707,0.41231757808312486,1,51.10789071473833,0
Bogotá,2701.529118914721,8,75,77,9.454517785157835,9.667275922808908,993.1136812404222,0.2356886639246012,2,22.624455675669022,0
Medellín,1494.741343175068,7,8,58,24.44948824270414,2.742967901323086,995.1272115985034,0.8325121685267926,5,61.21288348169611,0
Tatacoa,388.4165587186452,2,70,24,8.599189330881373,3.486060693216197,993.8811145662208,0.6220845058066211,1,36.08607595052406,0
Villa de Leyva,2169.020302831761,3,27,84,12.114420241053026,9.534479979600599,980.9020699789654,0.03743197745307014,4,52.03268145252592,0
Bogotá,2674.3820826795118,8,77,32,18.88589599814802,14.894151986743607,1006.2156009146665,0.8199170193786884,2,25.195706996641206,0
Medellín,1562.2184699336526,7,94,72,18.916938627268838,11.66576233608826,1011.4475151700715,0.10603775602859145,0,19.690415671484363,0
Medellín,1546.1611905409031,7,51,64,24.456813030407453,3.3875944833508798,1018.4239697086341,0.40369643353255924,1,28.542398693813023,0
Bogotá,2653.04426488875,9,82,51,29.84511283682616,2.640371325617007,986.3074445022229,0.5712569016303779,1,19.178856445181577,0
Tatacoa,354.01576298970383,2,15,55,23.3367718139581,12.993493054015056,1004.4882417039561,0.007651245661217998,5,55.458527757844074,0
Bogotá,2609.92552855779,8,68,100,30.884842348436212,6.662759218822564,980.3603663303202,0.6529081054429361,3,9.655676114590426,0
Medellín,1482.9442465997556,7,98,79,29.158775357071942,2.0557920424223317,984.2792141469828,0.659702939560257,4,18.37669866811843,0
Medellín,1510.196896152082,7,11,30,22.027995092738966,12.933171349829072,982.4395284892697,0.6525263171326467,3,51.252291923258355,0
Villa de Leyva,2151.829495638353,3,24,82,28.011006822051854,12.241385293713922,1012.6465115306969,0.16346793810627713,2,45.05965860668246,0
Tatacoa,355.80919784264654,1,51,40,23.421862647767217,14.758595458457453,983.6476803744921,0.2557323267735494,3,45.25052728939722,0
Cali,968.4474691698845,7,84,71,9.885387942169451,13.646155300690259,1012.2403841701456,0.24737581953274024,3,27.623948695845193,0
Tatacoa,407.77024160751216,2,99,74,25.773553358228238,12.776855079908124,991.2331116984763,0.960066983179637,3,27.348461626506783,0
Tatacoa,403.60121651048263,2,52,45,10.277802590416309,0.7886159671650472,1019.4970832313622,0.06752818722587728,1,43.99225225669934,0
Tatacoa,393.70369397165473,2,22,87,22.2579867336731,1.5662305424717704,1016.5917494763717,0.42876150770350396,2,54.64496321941937,0
Bogotá,2654.487781621203,8,15,53,24.863364940597492,8.534747914561843,1023.1023597863874,0.8712539058201941,2,40.95101733702144,0
Bogotá,2677.404373826838,9,56,71,9.596662597060526,7.972188694227313,1019.7692906956114,0.769465994447716,0,27.8059838989271,0
Medellín,1504.3020680999748,7,38,71,13.539071694236762,6.869448217343032,1021.9998238602357,0.8224421246489267,2,33.96494968135183,0
Villa de Leyva,2120.750489356072,3,52,48,29.976133574279597,5.951839881218763,1018.6434078430989,0.972293584122333,4,44.32896741659172,0
Medellín,1552.4565890700985,8,41,57,22.791547813589514,6.468157272964933,1011.2021855276685,0.3872618122731889,2,28.817707513422675,0
Villa de Leyva,2143.7107455213,3,57,61,13.910864451452758,8.539469012021929,987.6616618456446,0.30965527438046114,2,36.02439132747346,0
Cali,1019.4999289878258,7,38,40,24.57631450755216,0.031147764001218103,992.2268383484342,0.03065949015019731,1,42.60338706848743,0
Medellín,1475.390258850211,7,13,61,22.32263407908055,3.910631611992783,989.5727134758623,0.15001936178986208,3,49.573439490120144,0
Medellín,1462.7675935401014,8,94,32,20.03781679803076,7.774195810330666,1007.1613604446193,0.5620146545430241,2,10.630479426706597,0
Villa de Leyva,2119.210169392848,3,4,83,31.428487399714008,10.833241480104693,1002.6628972088121,0.15766059505334007,5,52.560684442474106,0
Tatacoa,363.61617258794325,2,34,36,24.402890657780212,2.612350385930945,1019.018599872129,0.7363050159809107,5,55.13382808677719,0
Bogotá,2549.7017675932825,8,86,28,17.010586632029906,8.203217606811494,1022.8702789924585,0.037232604915937495,4,24.624148185508965,0
Medellín,1490.312208234297,7,92,60,27.201762369844833,10.716895258286726,998.2186950328165,0.2594880232378819,0,20.084950070776625,0
Tatacoa,433.0704656648729,3,74,20,29.229999030108505,6.669414868708571,1002.7857748976365,0.6954531233884886,2,38.15218566069866,0
Guajira,20.470626997199062,1,17,21,11.005293428403954,0.40621700505076574,1023.7182360561862,0.2555028242390638,4,59.30760383265898,1
